id,screen_location,content_key,component_type,russian_text,hebrew_text,english_text
3637,"credit_refi_step2","credit_refi_step2.item_12","text","","",""
3638,"credit_refi_step2","credit_refi_step2.item_13","text","","",""
3639,"credit_refi_step2","credit_refi_step2.item_14","text","","",""
3640,"credit_refi_step2","credit_refi_step2.item_15","text","","",""
3641,"credit_refi_step2","credit_refi_step2.item_16","text","","",""
3642,"credit_refi_step2","credit_refi_step2.item_17","text","","",""
3643,"credit_refi_step2","credit_refi_step2.item_18","text","","",""
3644,"credit_refi_step2","credit_refi_step2.item_19","text","","",""
3645,"credit_refi_step2","credit_refi_step2.item_20","text","","",""
3646,"credit_refi_step2","credit_refi_step2.item_21","text","","",""
3647,"credit_refi_step2","credit_refi_step2.item_22","text","","",""
3648,"credit_refi_step2","credit_refi_step2.item_23","text","","",""
3649,"credit_refi_step2","credit_refi_step2.item_24","text","","",""
3650,"credit_refi_step2","credit_refi_step2.item_25","text","","",""
3651,"credit_refi_step2","credit_refi_step2.item_26","text","","",""
3652,"credit_refi_step2","credit_refi_step2.item_27","text","","",""
3653,"credit_refi_step2","credit_refi_step2.item_28","text","","",""
3654,"credit_refi_step2","credit_refi_step2.item_29","text","","",""
3655,"credit_refi_step2","credit_refi_step2.item_30","text","","",""
3656,"credit_refi_step2","credit_refi_step2.item_31","text","","",""
3657,"credit_refi_step2","credit_refi_step2.item_32","text","","",""
3658,"credit_refi_step2","credit_refi_step2.item_33","text","","",""
3659,"credit_refi_step2","credit_refi_step2.item_34","text","","",""
4066,"credit_refi_wrong_password_modal","credit_refi_wrong_password_modal.item_1","button","","",""
4067,"credit_refi_wrong_password_modal","credit_refi_wrong_password_modal.item_2","button","","",""
4068,"credit_refi_wrong_password_modal","credit_refi_wrong_password_modal.item_3","title","","",""
4069,"credit_refi_wrong_password_modal","credit_refi_wrong_password_modal.item_4","title","","",""
4070,"credit_refi_wrong_password_modal","credit_refi_wrong_password_modal.item_5","text","","",""
4071,"credit_refi_wrong_password_modal","credit_refi_wrong_password_modal.item_6","text","","",""
